itemid,shopid,name,currency,stock,ctime,historical_sold,liked_count,view_count,catid,brand,price,price_min,price_max,price_min_before_discount,price_max_before_discount,price_before_discount,has_lowest_price_guarantee,raw_discount,rating_star,show_free_shipping,is_preferred_plus_seller,shop_location,has_model_with_available_shopee_stock,can_use_cod,is_on_flash_sale
3650415266,270177893,MAXIM VALENTINO 20CM FRYPAN TEFLON ANTI LENGKET,IDR,422,1598987408,827,948,8514,46,Maxim,64000.0,64000.0,64000.0,-1e-05,-1e-05,0.0,False,0,4.830148619957537,False,False,KOTA SURABAYA,False,True,False
6775826969,289937407,Chefio Panci Stainless Warna 20cm / Panci Shabu / Ramen / Penggorengan,IDR,62,1610553345,20,97,878,46,Chefio,185000.0,185000.0,185000.0,-1e-05,-1e-05,0.0,False,0,5.0,True,True,KOTA TANGERANG,False,True,False
5344368541,290353145,"[READY STOCK] Carote Essential Woody Wajan Penggorengan Anti Lengket Batu Granit BUKAN teflon ( Fry pan ) bebas PFOA, Peralatan Masak ( Spatula dan Tutup Termasuk)",IDR,25,1596165113,6472,8543,77315,46,Carote,264000.0,264000.0,352000.0,478000.0,598000.0,478000.0,False,45,4.960510328068044,False,False,KOTA JAKARTA UTARA,True,True,False
9304619939,292063046,Panci Teflon 3in1  paket 3 pcs V-T101 / Panci Teflon 3 BERKUALITAS / perlengkapan masak 3 set.,IDR,746,1608534602,483,877,10543,46,Gionee,118900.0,118900.0,118900.0,-1e-05,-1e-05,0.0,False,0,4.809187279151944,False,False,KOTA JAKARTA UTARA,False,True,False
8509111479,294208250,SUBRON Wajan Penggorengan Stainless Steel Tebal Wok Kuali Goreng 30cm 32cm 34cm,IDR,174,1610424125,234,932,6110,46,Subron,80500.0,80500.0,102000.0,-1e-05,-1e-05,0.0,False,0,4.953333333333333,True,False,KOTA BANDUNG,False,True,False
9211973695,313478918,BMW Kitchen Ware - Wajan Premium / Tebal Kuali Penggorengan Wok Stainless Steel Wajan Anti Lengket,IDR,145,1611821036,711,1679,34496,46,,83999.0,83999.0,133999.0,110000.0,206000.0,110000.0,False,39,4.931578947368421,True,False,KOTA JAKARTA BARAT,False,True,False
4365426791,343922349,Panci Elektrik 2.2 Liter Fry Pan Serbaguna Multi Fungsi Panci Listrik Serbaguna Panci Multifungsi,IDR,1495,1606304772,39,103,1541,46,,150000.0,150000.0,156000.0,-1e-05,-1e-05,0.0,False,0,4.821428571428571,False,False,KOTA JAKARTA UTARA,False,True,False
8112123535,358344569,Teko Siul 3L Teko Bunyi Whistling Kettle Alat Masak Air Bunyi Ketel Bunyi Ceret,IDR,26,1611942973,301,146,5580,46,,39000.0,39000.0,41000.0,-1e-05,-1e-05,0.0,False,0,4.473988439306359,False,False,KAB. MOJOKERTO,False,True,False
722864854,3261113,Maxim Wajan cekung valentino deep wok 24 cm,IDR,826,1511955212,3813,4851,16970,46,Maxim,98500.0,98500.0,98500.0,197000.0,197000.0,197000.0,True,50,4.8604933279417715,True,False,KOTA SURABAYA,False,True,False
6450477334,7615744,Pamosroom Tutup Wajan Kuali Panci Tutup Wok Pan Enamel Stainless Dengan Kaca 30 32 34 36 38 40 42 Cm,IDR,2044,1599048949,810,607,7269,46,Tidak Ada Merek,45000.0,45000.0,150000.0,100000.0,170000.0,100000.0,True,63,4.790149892933619,False,True,KOTA JAKARTA UTARA,False,True,False
5960303577,12637403,Panci Wajan Set Teflon Anti Lengket GSF 2429 Cookware Set Teflon Murah Kado Nikah Tutup Kaca,IDR,44,1604129167,677,1970,20426,46,,105000.0,105000.0,108000.0,-1e-05,-1e-05,0.0,False,0,4.8325,False,True,KOTA SURABAYA,False,True,False
7051203265,13058062,"kuali stainless tebal / Wok masak GH / wajan TEBAL / kuali goreng 32-40 cm, pegangan ANTI PANAS",IDR,8214,1599391788,579,871,4141,46,Makapal,48700.0,48700.0,68900.0,50000.0,69000.0,50000.0,False,3,4.789173789173789,False,False,KOTA JAKARTA BARAT,False,True,False
6642360719,16292081,Deep Fryer 22 cm Multifungsi 3 in 1 - Panci Korea Serbaguna,IDR,40,1594875340,402,1775,7793,46,Tidak Ada Merek,90000.0,90000.0,90000.0,130000.0,130000.0,130000.0,False,31,4.799163179916318,True,False,KOTA TANGERANG,False,True,False
1138447987,19508316,Panci susu milk pot 16cm 18cm tutup kaca stainless steel murah,IDR,2294,1525785219,5635,5904,7548,46,Tidak Ada Merek,35000.0,35000.0,43000.0,-1e-05,-1e-05,0.0,False,0,4.892587939698492,True,True,KOTA BANDUNG,False,True,False
6765687306,25676340,Cypruz - Paket Super Cookware Set,IDR,10,1606380891,69,1740,28989,46,,1093950.0,1093950.0,1093950.0,1287000.0,1287000.0,1287000.0,True,15,4.833333333333333,False,False,KOTA TANGERANG,False,True,False
4657756312,26405521,Panci Penggorengan Maxim Neostone Deep Wok 24 28 cm | Stir Fry Wajan Anti Lengket Ceramic 24cm 28cm,IDR,32,1602953998,1351,4091,40916,46,,126900.0,126900.0,146900.0,180000.0,200000.0,180000.0,False,30,4.90950744558992,False,True,KOTA MALANG,False,False,False
3950985455,28873828,panci susu STEAMER 18 20 cm tutup kaca dengan SARINGAN rebus dan kukus milk pot with STEAMER,IDR,619,1599203233,1525,1363,12508,46,,36000.0,36000.0,36000.0,-1e-05,-1e-05,0.0,False,0,4.685290763968073,False,False,KAB. SIDOARJO,False,True,False
1471042144,35017261,Teflon Mini Karakter Lucu - Wajan Penggorengan Karakter Mini,IDR,374,1536239851,7453,2567,2099,46,Tidak Ada Merek,11000.0,11000.0,11000.0,-1e-05,-1e-05,0.0,False,0,4.743057996485062,True,True,KOTA SURABAYA,False,True,False
1605114627,72109688,BOLDë Granite Wajan / Super Pan 26 cm - Beige,IDR,4,1540444095,2667,4101,12481,46,Bolde,190000.0,190000.0,190000.0,264900.0,264900.0,264900.0,False,28,4.661157024793388,True,False,KOTA JAKARTA UTARA,True,True,False
2188971194,132967458,Wok Moegen Germany Teflon Marbel Coating-30 Cm +Tutup Kaca - ORIGINAL ADA LOGO MOEGEN NYA,IDR,98467,1557135105,3459,11968,34704,46,Moegen,148000.0,148000.0,172000.0,-1e-05,-1e-05,0.0,False,0,4.722280887011616,True,False,KOTA BEKASI,False,True,False
3203098901,178828848,Maxim Teflon Valentino / Fry Pan 22 cm,IDR,272,1571797604,6174,5502,185267,46,0,83000.0,83000.0,83000.0,-1e-05,-1e-05,0.0,False,0,4.885737660212708,True,False,KOTA JAKARTA UTARA,True,True,False
